# File: L201.LaborProductivity_GCAMINDIA.csv
# Title:INDIA value written to all states
# Units: NA
# Column types: cnn
# --------
region,year,laborproductivity
UP,2080,0.038166858
UP,2085,0.040292188
UP,2090,0.035804275
UP,2095,0.03349371
UP,2100,0.030778048
WB,2010,0.062508873
WB,2015,0.047638714
WB,2020,0.061560536
WB,2025,0.058598645
WB,2030,0.060791959
WB,2035,0.058989487
WB,2040,0.052930835
WB,2045,0.055549685
WB,2050,0.0571103
WB,2055,0.056031859
WB,2060,0.048966135
WB,2065,0.047718041
WB,2070,0.05073775
WB,2075,0.048610081
WB,2080,0.050260027
WB,2085,0.045914804
WB,2090,0.044708476
WB,2095,0.045168204
WB,2100,0.044686278
